fila_excel;bloque;codigo_excel;codigo_esperado;descripcion_excel;fuera_pmo;estado;codigo_en_nuestra_base;nombre_en_nuestra_base;parecido;raices_comunes
446;NN;539;660539;Inmunuglobulina E (IGE), cuantificación por (RIE).;;esta (mismo codigo);660539;INMUNOGLOBULINA E (IgE);0.5;1
447;NN;540;660540;Inmunoglobulina G (IGG), cadena específica gamma, cuantificación.;;esta (mismo codigo);660540;INMUNOGLOBULINA G (IgG);0.2;1
448;NN;541;660541;Inmunoglobulina M (IGM), cadena específica MU, cuantificación.;;esta (mismo codigo);660541;INMUNOGLOBULINA M (IgM);0.25;1
449;NN;542;660542;Insulina, clearence.;;esta (mismo codigo);660542;INULINA CLEARENCE;0.33;1
450;NN;543;660543;Insulina (por radioinmunoensayo) cada determinación.;;esta (mismo codigo);660543;INSULINA.;0.5;1
453;NN;546;660546;Ionograma plasmático. En urgencia sumar código 999. Incluye 109-168-466-753-839;;esta (mismo codigo);660546;IONOGRAMA - sérico.;0.33;1
454;NN;547;660547;Ionograma urinario. En urgencia sumar código 999. Incluye 754-839;;esta (mismo codigo);660547;IONOGRAMA - urinario.;1.0;2
455;NN;548;660548;Isocítrico dehidrogenasa.;;esta (mismo codigo);660548;ISOCITRICO DEHIDROGENASA.;1.0;2
484;NN;591;660591;Lactamínico, ácido.;;esta (mismo codigo);660591;LACTAMINICO, ÁCIDO.;1.0;2
485;NN;592;660592;Láctico, ácido (enzimático).;;esta (mismo codigo);660592;LÁCTICO, ÁCIDO ENZIMATICO.;1.0;3
486;NN;593;660593;Láctico, ácido. En materia fecal.;;esta (mismo codigo);660593;LÁCTICO, ÁCIDO - materia fecal.;1.0;4
487;NN;594;660594;Láctico dehidrogenasa (LDH). En urgencia sumar código 999.;;esta (mismo codigo);660594;LÁCTICO DEHIDROGENASA - LDH;1.0;2
489;NN;596;660596;Láctico dehidrogenasa isoenzimas por electroforesis.;;esta (mismo codigo);660596;LÁCTICO DEHIDROGENASA ISOENZIMAS - LDH Isoenzimas.;0.75;3
490;NN;597;660597;Lactógeno placentario. Hormona por radioinmunoensayo.;;esta (mismo codigo);660597;LACTOGENO PLACENTARIO / SOMATOMAMOTROFINA;0.4;2
491;NN;598;660598;Latex. Artritis reumatoidea.;;esta (mismo codigo);660598;FACTOR REUMATOIDEO - ARTRITIS REUMATOIDE;0.5;2
492;NN;599;660599;latex L.E.;X;esta (mismo codigo);660599;LATEX TEST DE, PARA ARTRITIS REUMATOIDE (s-cuant);0.25;1
495;NN;602;660602;Latex. Trichinosis.;;esta (mismo codigo);660602;TRICHINOSIS, INVESTIGACIÓN DE;0.5;1
496;NN;603;660603;Lazo, prueba del.;;esta (mismo codigo);660603;LAZO, PRUEBA DEL;1.0;1
499;NN;606;660606;Leucinaminopeptidasa.;;esta (mismo codigo);660606;LEUCINAMINOPEPTIDASA (LAP);1.0;1
501;NN;608;660608;Leucoaglutininas. Método directo.;;esta (mismo codigo);660608;LEUCOAGLUTININAS , METODO DIRECTO;1.0;2
503;NN;610;660610;Levulínico delta. Amino ácido.;;esta (mismo codigo);660610;LEVULINICO, ÁCIDO DELTA-AMINO;1.0;4
504;NN;611;660611;Levulínico delta. Amino dehidratasa.;;esta (mismo codigo);660611;LEVULINICO, DELTA DEHIDRATASA;0.75;3
506;NN;613;660613;Lipasa en sangre.;;esta (mismo codigo);660613;LIPASA, sérica.;0.33;1
508;NN;615;660615;Lipidograma electroforético.;;esta (mismo codigo);660615;LIPIDOGRAMA (Electroforético).;1.0;2
511;NN;618;660618;Lipoproteinlipasa.;;esta (mismo codigo);660618;LIPOPROTEINLIPASA;1.0;1
512;NN;619;660619;Líquido cefalorraquideo, físico, químico, citológico y bacterioscópico. En urgencia sumar código 999. Incluye 104-168-354-409-412-762-763;;esta (mismo codigo);660619;LIQUIDO CEFALORRAQUIDEO, Fco-Qco - Citológico.;0.5;3
513;NN;620;660620;Líquido de pución, físico, químico, citológico y bacterioscópico.En urgencia sumar código 999. Incluye 104;;esta (mismo codigo);660620;LIQUIDO DE PUNCION, Examen Fco-Qco - Citológico.;0.25;2
515;NN;622;660622;Listerias (por inmunofluorescencia).;;esta (mismo codigo);660622;LISTERIAS, Ac. Anti - (IFI - ELISA);0.5;1
535;NN;652;660652;Macroglobulina alfaz. Inmunodifusión cuantitativa.;;esta (mismo codigo);660652;MACROGLOBULINA ALFA 2, INMUNODIFUSION CUANTITATIVA;0.6;3
536;NN;653;660653;Magnesio en sangre.;;esta (mismo codigo);660653;MAGNESIO (Mg) - sérico.;0.33;1
537;NN;654;660654;Magnesio en orina.;;esta (mismo codigo);660654;MAGNESIO (Mg) - urinario.;0.33;1
539;NN;656;660656;Mantoux. Intradermorreacción (tuberculina o PPD).;;esta (mismo codigo);660656;MANTOUX, INTRADERMO-REACCION DE (PPD);0.67;2
540;NN;657;660657;Medulograma.;;esta (mismo codigo);660657;MEDULOGRAMA.;1.0;1
541;NN;658;660658;Melanina en orina.;;esta (mismo codigo);660658;MELANINA EN ORINA;1.0;2
543;NN;660;660660;Mercurio tóxico en orina.;;esta (mismo codigo);660660;MERCURIO (Hg) - sérico o urinario.;0.2;1
545;NN;662;660662;Metanefrinas.;;esta (mismo codigo);660662;METANEFRINAS FRACCIONADAS URINARIAS;0.33;1
546;NN;663;660663;Metanol en orina.;;esta (mismo codigo);660663;METANOL - urinario.;0.33;1
547;NN;664;660664;Micología. Directo o coloración. Incluido en 665-931;;esta (mismo codigo);660664;MICOLOGIA (Directo - Coloración).;1.0;3
548;NN;665;660665;Micología. Cultivo e identificación. Incluye 664;;esta (mismo codigo);660665;MICOLOGIA (Cultivo e Identificación).;1.0;3
550;NN;667;660667;Moco cervical, cristalización de.;;esta (mismo codigo);660667;MOCO CERVICAL, CRISTALIZACION;1.0;3
551;NN;668;660668;Moco nasal. PH y citológico.;;esta (mismo codigo);660668;MOCO NASAL, PH - CITOLOGICO.;1.0;3
552;NN;669;660669;Mononucleosis. Test del latex o monotest.;;esta (mismo codigo);660669;MONONUCLEOSIS (Aglutinación - Test de Látex o Monotest).;0.75;3
553;NN;670;660670;Mononucleosis. Hemoaglutinación (Paull-Bunnel).;;esta (mismo codigo);660670;MONONUCLEOSIS HEMOAGLUTINACION (Paul Bunnell);0.6;3
554;NN;671;660671;Mononucleosis. Hemolítico (Peterson).;;esta (mismo codigo);660671;MONONUCLEOSIS.;0.33;1
555;NN;672;660672;Monóxido de carbono.;;esta (mismo codigo);660672;MONÓXIDO de CARBONO.;1.0;2
556;NN;673;660673;Morfina o derivados en líquidos biológicos.;;esta (mismo codigo);660673;MORFINA OPIACEOS, DERIVADOS - líquidos biológicos.;0.8;4
557;NN;674;660674;Mucopolisacáridos. Cromatografía.;;esta (mismo codigo);660674;MUCOPOLISACARIDOS, CROMATOGRAFIA;1.0;2
558;NN;675;660675;Mucoproteínas.;X;esta (mismo codigo);660675;MUCOPROTEINAS;1.0;1
573;NN;702;660702;5´-Nucleotidasa.;;esta (mismo codigo);660702;NUCLEOTIDASA - 5' N;1.0;1
578;NN;711;660711;Orina completa. En urgencia sumar código 999. Incluye 741;;esta (mismo codigo);660711;ORINA COMPLETA.;1.0;2
580;NN;713;660713;Orosomucoide. Inmunodifusión cuantitativa.;;esta (mismo codigo);660713;OROSOMUCOIDE, INMUNODIFUSION CUANTITATIVA;1.0;3
581;NN;714;660714;Osmolal, clearence.;;esta (mismo codigo);660714;OSMOLARIDAD - CLEARENCE (sangre - orina);0.5;2
582;NN;715;660715;Osmolaridad, suero.;;esta (mismo codigo);660715;OSMOLARIDAD - suero.;1.0;2
583;NN;716;660716;Oxígeno, sangre (PD2). En urgencia sumar código 999. Incluido en 404;;esta (mismo codigo);660716;OXIGENO, PO2 - sangre arterial.;0.67;2
598;NN;734;660734;Papanicolau, endo y exocervical.;;esta (mismo codigo);660734;PAPANICOLAOU EXOCERVICAL;0.67;2
600;NN;736;660736;Parasitológico de materiafecal seriado.;;esta (mismo codigo);660736;PARASITOLOGICO en MATERIA FECAL.;0.5;2
601;NN;737;660737;Parásitos hemáticos.;;esta (mismo codigo);660737;PARASITOS HEMATICOS.;1.0;2
602;NN;738;660738;Parásitos superiores. Materia fecal.;;esta (mismo codigo);660738;PARASITOS SUPERIORES.;0.5;2
603;NN;739;660739;Parathormona plasmática (por radioinmunoensayo).;;esta (mismo codigo);660739;PARATHORMONA - PTH;0.33;1
604;NN;740;660740;Peroxidasas.;;esta (mismo codigo);660740;PEROXIDASAS, TINCION;0.5;1
607;NN;743;660743;Piruvato-Quinasa.;;esta (mismo codigo);660743;PIRUVATO- QUINASA;1.0;2
608;NN;744;660744;Pirúvico. Acido. Enzimático.;;esta (mismo codigo);660744;PIRUVICO, ÁCIDO ENZIMATICO;1.0;3
609;NN;745;660745;Plaquetarios. Factores.;;esta (mismo codigo);660745;PLAQUETARIOS, FACTORES;1.0;2
610;NN;746;660746;Plaquetas. Recuento de. En urgencia sumar código 999. Incluido en 171;;esta (mismo codigo);660746;PLAQUETAS, RECUENTO DE;1.0;2
611;NN;747;660747;Plasma recalcificado. Tiempo de. En urgencia sumar código 999.;;esta (mismo codigo);660747;PLASMA RECALCIFICADO, TIEMPO DE;1.0;3
612;NN;748;660748;Plasminógeno. Inmunodifusión cuantitativa.;;esta (mismo codigo);660748;PLASMINOGENO (IDR);0.33;1
613;NN;749;660749;Plomo, en orina.;;esta (mismo codigo);660749;PLOMO (Pb) - sérico o urinario.;0.25;1
615;NN;751;660751;Porfirinas en orina.;;esta (mismo codigo);660751;PORFIRINAS o UROPORFIRINAS - urinarias;0.25;1
616;NN;752;660752;Porfobilinógeno en orina;;esta (mismo codigo);660752;PORFOBILINOGENO (cualitativo) - urinario.;0.33;1
617;NN;753;660753;Potasemia. En urgencia sumar código 999. Incluido en 546;;esta (mismo codigo);660753;POTASEMIA.;1.0;1
618;NN;754;660754;Potasuria. En urgencia sumar código 999. Incluido en 547;;esta (mismo codigo);660754;POTASURIA.;1.0;1
619;NN;755;660755;Pregnanodiol.;;esta (mismo codigo);660755;PREGNANODIOL;1.0;1
620;NN;756;660756;Pregnanotriol.;;esta (mismo codigo);660756;PREGNANTRIOL;1.0;1
622;NN;758;660758;Progesterona plasmática (por radioinmunoensayo).;;esta (mismo codigo);660758;PROGESTERONA - Pg.;0.33;1
623;NN;759;660759;Prolactina plasmática (por radioinmunoensayo).;;esta (mismo codigo);660759;PROLACTINA (Prl);0.33;1
624;NN;760;660760;Protéico, clearence.;;esta (mismo codigo);660760;PROTEICO CLEARENCE;1.0;2
625;NN;761;660761;Proteína C reactiva. En urgencia sumar código 999.;;esta (mismo codigo);660761;PROTEINA C REACTIVA - PCR;1.0;2
627;NN;763;660763;Protínas totales. En urgencia sumar código 999.;;esta (mismo codigo);660763;PROTEINA TOTALES.;0.33;1
628;NN;764;660764;Proteinograma en acetato de celulosa.;;esta (mismo codigo);660764;PROTEINOGRAMA ELECTROFORÉTICO, en suero;0.2;1
629;NN;765;660765;Proteinograma, en gel de almidón.;X;esta (mismo codigo);660765;PROTEINOGRAMA ELECTROFORÉTICO - LCR;0.33;1
630;NN;766;660766;Proteinograma. Líquidos biológicos (no incluye concentración).;;esta (mismo codigo);660766;PROTEINOGRAMA - líquidos biológicos;0.75;3
631;NN;767;660767;Proteinuria. Incluido en 711;;esta (mismo codigo);660767;PROTEINURIA.;1.0;1
632;NN;768;660768;Protoporfirinas.;;esta (mismo codigo);660768;PROTOPORFIRINAS - eritrocitaria;0.5;1
633;NN;769;660769;Protrombina. Consumo de. En urgencia sumar código 999. Incluido en 171;;esta (mismo codigo);660769;PROTROMBINA, CONSUMO DE;1.0;2
634;NN;770;660770;Protrombina (Owren o Duckert).;;esta (mismo codigo);660770;PROTROMBINA, RIN;0.33;1
635;NN;771;660771;Protrombina. Tiempo de. En urgencia sumar códugo 999. Incluido en 171;;esta (mismo codigo);660771;PROTROMBINA, TIEMPO DE (TP);1.0;2
636;NN;772;660772;Pseudocolinesterasa.;;esta (mismo codigo);660772;PSEUDOCOLINESTERASA (CHE) o BUTIRILCOLINESTERASA.;0.5;1
647;NN;801;660801;Quimiotripsina.;;esta (mismo codigo);660801;QUIMIOTRIPSINA.;1.0;1
654;NN;812;660812;Renina-angiotesina plasmática- por radioensayo-;;esta (mismo codigo);660812;RENINA - ANGIOTESINA.;0.5;2
656;NN;814;660814;RH Factor C. (Mayúscula);;esta (mismo codigo);660814;Rho FACTOR C GRANDE;0.33;1
657;NN;815;660815;RH Factor C. (Minúscula);;esta (mismo codigo);660815;Rho FACTOR c CHICA;0.33;1
658;NN;816;660816;RH Factor E. (Mayúscula);;esta (mismo codigo);660816;Rho FACTOR E GRANDE;0.33;1
659;NN;817;660817;RH Factor E. (Minúscula);;esta (mismo codigo);660817;Rho FACTOR e CHICA;0.33;1
660;NN;818;660818;Reticulocitos. Recuento de;;esta (mismo codigo);660818;RETICULOCITOS, RECUENTO DE;1.0;2
662;NN;820;660820;Rosse-Ragan. Prueba de;;esta (mismo codigo);660820;ROSSE RAGAN, PRUEBA DE (RR);1.0;2
666;NN;831;660831;Salicilatos.;;esta (mismo codigo);660831;SALICILATOS.;1.0;1
667;NN;832;660832;Salmonella, anticuerpos, inmumnofluorescencia.;;esta (mismo codigo);660832;SALMONELLA, ANTICUERPOS (IFI - ELISA);0.5;1
668;NN;833;660833;Sangre oculta. Materia fecal. En urgencia sumar código 999;;esta (mismo codigo);660833;SANGRE OCULTA - materia fecal (SOMF) - inmunológico;0.67;4
670;NN;835;660835;Serotonina plasmática. (Por radioinmunoensayo);;esta (mismo codigo);660835;SEROTONINA - sérica.;0.25;1
672;NN;837;660837;Siderofilina. Capacidad de saturación.;;esta (mismo codigo);660837;SIDEROFILINA, CAPACIDAD de SATURACIÓN.;1.0;3
673;NN;838;660838;Sims-Hubbner. Test de;;esta (mismo codigo);660838;SIMS - HUHNER, TEST DE;0.33;1
674;NN;839;660839;Sodio, sangre u orina. Cada determinación. En urgencia sumar código 999. Incluido en 546-547;;esta (mismo codigo);660839;SODIO - sérico o urinario.;0.2;1
676;NN;841;660841;Somatotrofina plasmática. (Por radioinmunoensayo);;esta (mismo codigo);660841;SOMATOTROFINA (STH);0.33;1
680;NN;845;660845;Sorbitol dehidrogenasa.;;esta (mismo codigo);660845;SORBITOL DEHIDROGENSA;1.0;2
681;NN;846;660846;Subtipo A2, determinación.;;esta (mismo codigo);660846;SUBTIPO HEMOGLOBINA A2, DETERMINACION DE (electroforesis);0.33;1
682;NN;847;660847;Sudor. Test de (Electrolitos);;esta (mismo codigo);660847;SUDOR, TEST DE;0.5;1
697;NN;862;660862;Talio, en orina;;esta (mismo codigo);660862;TALIO (Tl) - urinario.;0.33;1
698;NN;863;660863;Testosterona plasmática o urinaria por radioinmunoensayo. Cada determinación;;esta (mismo codigo);660863;TESTOSTERONA - To;0.25;1
699;NN;864;660864;Thorn. Prueba de. Incluido en 481;;esta (mismo codigo);660864;THORN, PRUEBA DE;1.0;1
700;NN;865;660865;Tirotrofina plasmática. (Por radioinmunoensayo);;esta (mismo codigo);660865;TIROTROFINA - TSH;0.33;1
701;NN;866;660866;Tiroxina total. (T4) (por radioinmunoensayo);;esta (mismo codigo);660866;TIROXINA TOTAL - T4;0.5;1
702;NN;867;660867;Tiroxina efectiva (ETR) (T4) (por radioinmunoensayo);;esta (mismo codigo);660867;TIROXINA EFECTIVA - LIBRE (FT4 / T4L);0.5;2
703;NN;868;660868;Tolbutamida. Prueba de;;esta (mismo codigo);660868;TOLBUTAMIDA PRUEBA DE;1.0;1
704;NN;869;660869;Toxoplasmosis. Fijación de complemento.;X;esta (mismo codigo);660869;TOXOPLASMOSIS, FIJACIÓN DE COMPLEMENTO;1.0;3
705;NN;870;660870;Toxoplasmosis, hemoaglutinación;;esta (mismo codigo);660870;TOXOPLASMOSIS (HA);0.5;1
706;NN;871;660871;Toxoplasmosis, inmunofluorescencia. (Gamma específica);X;esta (mismo codigo);660871;TOXOPLASMOSIS (IFI);0.25;1
707;NN;872;660872;Toxoplasmosis. Reacción de Savin-Feldman.;;esta (mismo codigo);660872;TOXOPLASMOSIS, REACCION SABIN FELDMAN;0.5;2
708;NN;873;660873;Transaminasa glutámico oxalacética. En urgencia sumar código 999. Incluido en 481;;esta (mismo codigo);660873;TRANSAMINASA, GLUTAMICO OXALACETICA (GOT / AST);1.0;3
709;NN;874;660874;Transaminasa glutámico pirúvica. En urgencia sumar código 999. Incluido en 481;;esta (mismo codigo);660874;TRANSAMINASA, GLUTAMICO PIRUVICA (GPT / AGT);1.0;3
710;NN;875;660875;Transferrina, inmunodifución cuantitativa.;;esta (mismo codigo);660875;TRANSFERRINA;0.33;1
711;NN;876;660876;triglicéridos.;;esta (mismo codigo);660876;TRIGLICERIDOS (Tg);1.0;1
712;NN;877;660877;Triiodotironina. (T3) (Uptake) ( por radioinmunoensayo);;esta (mismo codigo);660877;(Ver MAM) T3 TRIIODOTIRONINA UPTAKE;0.67;2
713;NN;878;660878;Triiodotironina total (TT3) (por radioinmunoensayo);;esta (mismo codigo);660878;TRIIODOTIRONINA TOTAL - T3;0.5;1
714;NN;879;660879;Trombina. Prueba de la generación de;;esta (mismo codigo);660879;TROMBINA, PRUEBA DE GENERACIÓN DE LA;1.0;2
715;NN;880;660880;Trombina. Tiempo de;;esta (mismo codigo);660880;TROMBINA, TIEMPO DE;1.0;2
722;NN;887;660887;TTPC. Tiempo de tromboplastina parcial con caolin. En urgencia sumar código 999. Incluido en 171;;esta (mismo codigo);660887;TROMBOPLASTINA, TIEMPO DE (KPTT / TTPC / KT);0.5;3
726;NN;901;660901;Urea. clearence.;;esta (mismo codigo);660901;UREA, CLEARENCE DE;1.0;2
728;NN;903;660903;Uretral, exudado o flujo. Incluye 104-664;;esta (mismo codigo);660903;URETRAL, EXUDADO (Directo y Cultivo).;0.4;2
730;NN;905;660905;Urico. Acido en orina.;;esta (mismo codigo);660905;ÚRICO, ÁCIDO - urinario.;0.5;2
732;NN;907;660907;Urocitograma. Una muestra.;;esta (mismo codigo);660907;UROCITOGRAMA;0.5;1
756;NN;931;660931;Vaginal. Exudado o flujo. Incluye 104-664-741;;esta (mismo codigo);660931;VAGINAL, EXUDADO o FLUJO (Directo y Cultivo).;0.6;3
757;NN;932;660932;Vainillín mandélico. Acido en orina.;;esta (mismo codigo);660932;VAINILLIN MANDELICO, ÁCIDO - urinario (AVM) (HPLC);0.5;3
759;NN;934;660934;V.D.R.L. cuantitativa. Incluye 933;;esta (mismo codigo);660934;V D R L CUANTITATIVA – USR  CUANTITATIVA;1.0;1
760;NN;935;660935;Variante bacteriana.;;esta (mismo codigo);660935;VARIANTE BACTERIANA.;1.0;2
761;NN;936;660936;Veronal. Prueba de;;esta (mismo codigo);660936;VERONAL, PRUEBA DEL;1.0;1
762;NN;937;660937;Vitamina A.;;esta (mismo codigo);660937;VITAMINA A.;1.0;1
763;NN;938;660938;Vitamina B12;;esta (mismo codigo);660938;VITAMINA B12.;1.0;1
764;NN;939;660939;Vitamina E.;;esta (mismo codigo);660939;VITAMINA E.;1.0;1
765;NN;940;660940;Volemia. Radioquímico.;;esta (mismo codigo);660940;VOLEMIA RADIOQUÍMICO.;1.0;2
773;NN;953;660953;Widal. Reacción de;;esta (mismo codigo);660953;WIDAL, REACCION DE;1.0;1
785;NN;971;660971;Xilosa-D. Prueba de la;;esta (mismo codigo);660971;XILOSA D PRUEBA DE LA;1.0;1
792;NN;981;660981;Zinc eritrositario.;;esta (mismo codigo);660981;ZINC ERITROCITARIO - PROTOPORFIRINA.;0.67;2
793;NN;982;660982;Zinc sérico.;;esta (mismo codigo);660982;ZINC (Zn) - sérico.;1.0;2
